flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.delay,arrival.scheduled,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2021-03-29,active,,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,B18,5.0,2021-03-29T14:45:00+00:00,2021-03-29T14:45:00+00:00,2021-03-29T14:50:00+00:00,2021-03-29T14:50:00+00:00,2021-03-29T14:50:00+00:00,Guglielmo Marconi,Europe/Rome,BLQ,LIPE,2,,,,2021-03-29T16:35:00+00:00,2021-03-29T16:35:00+00:00,,,,Delta Air Lines,DL,DAL,9577,DL9577,DAL9577,,klm,kl,klm,1591,kl1591,klm1591,,,,,,,,,,,,
2021-03-29,active,,,Polonia,Asia/Jakarta,KNO,WIMM,1,C01,18.0,2021-03-29T07:50:00+00:00,2021-03-29T07:50:00+00:00,2021-03-29T08:08:00+00:00,2021-03-29T08:08:00+00:00,2021-03-29T08:08:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,,U7,5.0,2021-03-29T10:05:00+00:00,2021-03-29T10:05:00+00:00,,,,Citilink,QG,CTV,921,QG921,CTV921,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Polonia,Asia/Jakarta,KNO,WIMM,1,C23,14.0,2021-03-29T07:50:00+00:00,2021-03-29T07:50:00+00:00,2021-03-29T08:03:00+00:00,2021-03-29T08:03:00+00:00,2021-03-29T08:03:00+00:00,Sultan Iskandarmuda Airport,Asia/Jakarta,BTJ,WITT,3,,,,2021-03-29T08:55:00+00:00,2021-03-29T08:55:00+00:00,,,,Citilink,QG,CTV,10,QG10,CTV10,,,,,,,,PK-GLO,A320,A320,8A0378,2021-03-29T02:15:02+00:00,5.93,95.37,1569.72,111.0,420.404,0.0,False
2021-03-29,active,,,Polonia,Asia/Jakarta,KNO,WIMM,1,D01,12.0,2021-03-29T07:40:00+00:00,2021-03-29T07:40:00+00:00,2021-03-29T07:52:00+00:00,2021-03-29T07:52:00+00:00,2021-03-29T07:52:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,,6,,2021-03-29T10:00:00+00:00,2021-03-29T10:00:00+00:00,,,,Lion Air,JT,LNI,397,JT397,LNI397,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Shanghai,Asia/Shanghai,HFE,ZSOF,,C,18.0,2021-03-29T08:45:00+00:00,2021-03-29T08:45:00+00:00,2021-03-29T09:02:00+00:00,2021-03-29T09:02:00+00:00,2021-03-29T09:02:00+00:00,Guilin,Asia/Shanghai,KWL,ZGKL,2,,,,2021-03-29T10:50:00+00:00,2021-03-29T10:50:00+00:00,,,,China Eastern Airlines,MU,CES,5285,MU5285,CES5285,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Shang-Yi,Asia/Taipei,KNH,RCBS,,,6.0,2021-03-29T17:30:00+00:00,2021-03-29T17:30:00+00:00,2021-03-29T17:35:00+00:00,2021-03-29T17:35:00+00:00,2021-03-29T17:35:00+00:00,Tainan,Asia/Taipei,TNN,RCNN,,,,,2021-03-29T18:25:00+00:00,2021-03-29T18:25:00+00:00,2021-03-29T18:13:00+00:00,2021-03-29T18:13:00+00:00,2021-03-29T18:13:00+00:00,UNI Air,B7,UIA,8992,B78992,UIA8992,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,A,11,15.0,2021-03-29T01:00:00+00:00,2021-03-29T01:00:00+00:00,2021-03-29T01:15:00+00:00,2021-03-29T01:15:00+00:00,2021-03-29T01:15:00+00:00,Krasnojarsk,Asia/Krasnoyarsk,KJA,UNKL,1,,,,2021-03-29T02:25:00+00:00,2021-03-29T02:25:00+00:00,,,,S7 Airlines,S7,SBI,5309,S75309,SBI5309,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,,,,2021-03-29T01:56:00+00:00,2021-03-29T01:56:00+00:00,2021-03-29T01:40:00+00:00,2021-03-29T01:40:00+00:00,2021-03-29T01:40:00+00:00,San Francisco International,America/Los_Angeles,SFO,KSFO,I,,,6.0,2021-03-28T22:21:00+00:00,2021-03-28T22:21:00+00:00,,,,Philippine Airlines,PR,PAL,8126,PR8126,PAL8126,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Muskoka,America/Toronto,YQA,CYQA,,,1.0,2021-03-29T08:20:00+00:00,2021-03-29T08:20:00+00:00,2021-03-29T08:21:00+00:00,2021-03-29T08:21:00+00:00,2021-03-29T08:21:00+00:00,Sault Sainte Marie,America/Toronto,YAM,CYAM,,,,,2021-03-29T10:21:00+00:00,2021-03-29T10:21:00+00:00,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Qingdao,Asia/Shanghai,TAO,ZSQD,1,B,13.0,2021-03-29T17:05:00+00:00,2021-03-29T17:05:00+00:00,2021-03-29T17:18:00+00:00,2021-03-29T17:18:00+00:00,2021-03-29T17:18:00+00:00,Hohhot,Asia/Shanghai,HET,ZBHH,T2,,,,2021-03-29T19:30:00+00:00,2021-03-29T19:30:00+00:00,,,,Xiamen Airlines,MF,CXA,4790,MF4790,CXA4790,,china southern airlines,cz,csn,6934,cz6934,csn6934,,,,,,,,,,,,
2021-03-29,active,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,1B,4,13.0,2021-03-29T09:20:00+00:00,2021-03-29T09:20:00+00:00,2021-03-29T09:32:00+00:00,2021-03-29T09:32:00+00:00,2021-03-29T09:32:00+00:00,Lesquin,Europe/Paris,LIL,LFQQ,B,,,,2021-03-29T10:55:00+00:00,2021-03-29T10:55:00+00:00,,,,Air France,AF,AFR,1363,AF1363,AFR1363,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Pulkovo,Europe/Moscow,LED,ULLI,1,D09,15.0,2021-03-29T12:50:00+00:00,2021-03-29T12:50:00+00:00,2021-03-29T12:50:00+00:00,2021-03-29T12:50:00+00:00,2021-03-29T12:50:00+00:00,Irkutsk,Asia/Irkutsk,IKT,UIII,,,,,2021-03-29T23:40:00+00:00,2021-03-29T23:40:00+00:00,,,,S7 Airlines,S7,SBI,6378,S76378,SBI6378,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,62,22.0,2021-03-29T17:20:00+00:00,2021-03-29T17:20:00+00:00,2021-03-29T17:42:00+00:00,2021-03-29T17:42:00+00:00,2021-03-29T17:42:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,,2021-03-29T20:15:00+00:00,2021-03-29T20:15:00+00:00,,,,Shenzhen Airlines,ZH,CSZ,1359,ZH1359,CSZ1359,,air china ltd,ca,cca,1359,ca1359,cca1359,,,,,,,,,,,,
2021-03-29,active,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2021-03-29T20:25:00+00:00,2021-03-29T20:25:00+00:00,2021-03-29T20:24:00+00:00,2021-03-29T20:24:00+00:00,2021-03-29T20:24:00+00:00,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,39,,2021-03-29T22:05:00+00:00,2021-03-29T22:05:00+00:00,,,,China Southern Airlines,CZ,CSN,3246,CZ3246,CSN3246,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2021-03-29T20:20:00+00:00,2021-03-29T20:20:00+00:00,2021-03-29T20:16:00+00:00,2021-03-29T20:16:00+00:00,2021-03-29T20:16:00+00:00,Jinan,Asia/Shanghai,TNA,ZSJN,T1,,5,,2021-03-29T22:15:00+00:00,2021-03-29T22:15:00+00:00,,,,Shandong Airlines,SC,CDG,8068,SC8068,CDG8068,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2021-03-29T20:20:00+00:00,2021-03-29T20:20:00+00:00,2021-03-29T20:16:00+00:00,2021-03-29T20:16:00+00:00,2021-03-29T20:16:00+00:00,Jinan,Asia/Shanghai,TNA,ZSJN,T1,,5,,2021-03-29T22:15:00+00:00,2021-03-29T22:15:00+00:00,,,,Air China LTD,CA,CCA,8068,CA8068,CCA8068,,shandong airlines,sc,cdg,8068,sc8068,cdg8068,,,,,,,,,,,,
2021-03-29,active,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2021-03-29T20:20:00+00:00,2021-03-29T20:20:00+00:00,2021-03-29T20:16:00+00:00,2021-03-29T20:16:00+00:00,2021-03-29T20:16:00+00:00,Jinan,Asia/Shanghai,TNA,ZSJN,T1,,5,,2021-03-29T22:15:00+00:00,2021-03-29T22:15:00+00:00,,,,Shenzhen Airlines,ZH,CSZ,2650,ZH2650,CSZ2650,,shandong airlines,sc,cdg,8068,sc8068,cdg8068,,,,,,,,,,,,
2021-03-29,active,,,Central Wisconsin,America/Chicago,CWA,KCWA,,3,7.0,2021-03-29T07:15:00+00:00,2021-03-29T07:15:00+00:00,2021-03-29T07:21:00+00:00,2021-03-29T07:21:00+00:00,2021-03-29T07:21:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,B16,6,,2021-03-29T08:27:00+00:00,2021-03-29T08:27:00+00:00,,,,Delta Air Lines,DL,DAL,4965,DL4965,DAL4965,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,E16,16.0,2021-03-29T12:05:00+00:00,2021-03-29T12:05:00+00:00,2021-03-29T12:21:00+00:00,2021-03-29T12:21:00+00:00,2021-03-29T12:21:00+00:00,Lisbon Portela,Europe/Lisbon,LIS,LPPT,1,,,,2021-03-29T14:15:00+00:00,2021-03-29T14:15:00+00:00,,,,Azul,AD,AZU,7270,AD7270,AZU7270,,tap air portugal,tp,tap,841,tp841,tap841,,,,,,,,,,,,
2021-03-29,active,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,E16,16.0,2021-03-29T12:05:00+00:00,2021-03-29T12:05:00+00:00,2021-03-29T12:21:00+00:00,2021-03-29T12:21:00+00:00,2021-03-29T12:21:00+00:00,Lisbon Portela,Europe/Lisbon,LIS,LPPT,1,,,,2021-03-29T14:15:00+00:00,2021-03-29T14:15:00+00:00,,,,Aegean Airlines,A3,AEE,1737,A31737,AEE1737,,tap air portugal,tp,tap,841,tp841,tap841,,,,,,,,,,,,
2021-03-29,active,,,Shenyang,Asia/Shanghai,SHE,ZYTX,T3,,1.0,2021-03-29T15:45:00+00:00,2021-03-29T15:45:00+00:00,2021-03-29T15:46:00+00:00,2021-03-29T15:46:00+00:00,2021-03-29T15:46:00+00:00,Urumqi,Asia/Shanghai,URC,ZWWW,3,,,,2021-03-29T20:25:00+00:00,2021-03-29T20:25:00+00:00,,,,China Southern Airlines,CZ,CSN,6461,CZ6461,CSN6461,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,5,30,26.0,2021-03-29T05:01:00+00:00,2021-03-29T05:01:00+00:00,2021-03-29T05:26:00+00:00,2021-03-29T05:26:00+00:00,2021-03-29T05:26:00+00:00,Cibao International Airport,America/Santo_Domingo,STI,MDST,5,B5,,13.0,2021-03-29T08:29:00+00:00,2021-03-29T08:29:00+00:00,,,,JetBlue Airways,B6,JBU,2137,B62137,JBU2137,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,5,28,13.0,2021-03-29T05:01:00+00:00,2021-03-29T05:01:00+00:00,2021-03-29T05:14:00+00:00,2021-03-29T05:14:00+00:00,2021-03-29T05:14:00+00:00,Aeropuerto de las Américas,America/Santo_Domingo,SDQ,MDSD,4,B3,,14.0,2021-03-29T08:39:00+00:00,2021-03-29T08:39:00+00:00,,,,JetBlue Airways,B6,JBU,209,B6209,JBU209,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,,18.0,2021-03-29T04:10:00+00:00,2021-03-29T04:10:00+00:00,2021-03-29T04:28:00+00:00,2021-03-29T04:28:00+00:00,2021-03-29T04:28:00+00:00,El Salvador International,America/El_Salvador,SAL,MSLP,,,,2.0,2021-03-29T07:05:00+00:00,2021-03-29T07:05:00+00:00,,,,SA AVIANCA,AV,AVA,567,AV567,AVA567,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,,18.0,2021-03-29T04:10:00+00:00,2021-03-29T04:10:00+00:00,2021-03-29T04:28:00+00:00,2021-03-29T04:28:00+00:00,2021-03-29T04:28:00+00:00,El Salvador International,America/El_Salvador,SAL,MSLP,,,,2.0,2021-03-29T07:05:00+00:00,2021-03-29T07:05:00+00:00,,,,Turkish Airlines,TK,THY,9402,TK9402,THY9402,,sa avianca,av,ava,567,av567,ava567,,,,,,,,,,,,
2021-03-29,active,,,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,214,1.0,2021-03-29T09:30:00+00:00,2021-03-29T09:30:00+00:00,2021-03-29T09:31:00+00:00,2021-03-29T09:31:00+00:00,2021-03-29T09:31:00+00:00,Luis Eduardo Magalhaes,America/Bahia,SSA,SBSV,2,,,,2021-03-29T11:55:00+00:00,2021-03-29T11:55:00+00:00,,,,Air France,AF,AFR,1931,AF1931,AFR1931,,gol,g3,glo,4106,g34106,glo4106,,,,,,,,,,,,
2021-03-29,active,,,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,214,1.0,2021-03-29T09:30:00+00:00,2021-03-29T09:30:00+00:00,2021-03-29T09:31:00+00:00,2021-03-29T09:31:00+00:00,2021-03-29T09:31:00+00:00,Luis Eduardo Magalhaes,America/Bahia,SSA,SBSV,2,,,,2021-03-29T11:55:00+00:00,2021-03-29T11:55:00+00:00,,,,American Airlines,AA,AAL,7684,AA7684,AAL7684,,gol,g3,glo,4106,g34106,glo4106,,,,,,,,,,,,
2021-03-29,active,,,Francisco Sá Carneiro,Europe/Lisbon,OPO,LPPR,,,,2021-03-29T13:25:00+00:00,2021-03-29T13:25:00+00:00,2021-03-29T13:20:00+00:00,2021-03-29T13:20:00+00:00,2021-03-29T13:20:00+00:00,Nantes Atlantique,Europe/Paris,NTE,LFRS,2,,,,2021-03-29T16:05:00+00:00,2021-03-29T16:05:00+00:00,,,,Transavia France,TO,TVF,4651,TO4651,TVF4651,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,B34,11.0,2021-03-29T17:00:00+00:00,2021-03-29T17:00:00+00:00,2021-03-29T17:10:00+00:00,2021-03-29T17:10:00+00:00,2021-03-29T17:10:00+00:00,Urumqi,Asia/Shanghai,URC,ZWWW,3,,,1.0,2021-03-29T22:10:00+00:00,2021-03-29T22:10:00+00:00,,,,Xiamen Airlines,MF,CXA,4776,MF4776,CXA4776,,china southern airlines,cz,csn,6920,cz6920,csn6920,,,,,,,,,,,,
2021-03-29,active,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,B34,11.0,2021-03-29T17:00:00+00:00,2021-03-29T17:00:00+00:00,2021-03-29T17:10:00+00:00,2021-03-29T17:10:00+00:00,2021-03-29T17:10:00+00:00,Urumqi,Asia/Shanghai,URC,ZWWW,3,,,1.0,2021-03-29T22:10:00+00:00,2021-03-29T22:10:00+00:00,,,,KLM,KL,KLM,4493,KL4493,KLM4493,,china southern airlines,cz,csn,6920,cz6920,csn6920,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,5,19,13.0,2021-03-29T08:48:00+00:00,2021-03-29T08:48:00+00:00,2021-03-29T08:59:00+00:00,2021-03-29T08:59:00+00:00,2021-03-29T08:59:00+00:00,Tampa International,America/New_York,TPA,KTPA,3,A12,BLUE,,2021-03-29T11:50:00+00:00,2021-03-29T11:50:00+00:00,,,,El Al,LY,ELY,8756,LY8756,ELY8756,,jetblue airways,b6,jbu,1225,b61225,jbu1225,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,8,,16.0,2021-03-29T01:00:00+00:00,2021-03-29T01:00:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,Doha International,Asia/Qatar,DOH,OTHH,3,,5,,2021-03-29T20:30:00+00:00,2021-03-29T20:30:00+00:00,,,,American Airlines,AA,AAL,8118,AA8118,AAL8118,,qatar airways,qr,qtr,704,qr704,qtr704,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,8,,16.0,2021-03-29T01:00:00+00:00,2021-03-29T01:00:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,Doha International,Asia/Qatar,DOH,OTHH,3,,5,,2021-03-29T20:30:00+00:00,2021-03-29T20:30:00+00:00,,,,SriLankan Airlines,UL,ALK,3514,UL3514,ALK3514,,qatar airways,qr,qtr,704,qr704,qtr704,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,8,,16.0,2021-03-29T01:00:00+00:00,2021-03-29T01:00:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,Doha International,Asia/Qatar,DOH,OTHH,3,,5,,2021-03-29T20:30:00+00:00,2021-03-29T20:30:00+00:00,,,,Oman Air,WY,OMA,6044,WY6044,OMA6044,,qatar airways,qr,qtr,704,qr704,qtr704,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,8,,16.0,2021-03-29T01:00:00+00:00,2021-03-29T01:00:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,2021-03-29T01:16:00+00:00,Doha International,Asia/Qatar,DOH,OTHH,3,,5,,2021-03-29T20:30:00+00:00,2021-03-29T20:30:00+00:00,,,,Malaysia Airlines,MH,MAS,9068,MH9068,MAS9068,,qatar airways,qr,qtr,704,qr704,qtr704,,,,,,,,,,,,
2021-03-29,active,,,Mutiara,Asia/Makassar,LBJ,WATO,,2,16.0,2021-03-29T14:10:00+00:00,2021-03-29T14:10:00+00:00,2021-03-29T14:26:00+00:00,2021-03-29T14:26:00+00:00,2021-03-29T14:26:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,,U8,1.0,2021-03-29T15:25:00+00:00,2021-03-29T15:25:00+00:00,,,,Citilink,QG,CTV,633,QG633,CTV633,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,,,PKX,ZBAD,,,21.0,2021-03-29T19:30:00+00:00,2021-03-29T19:30:00+00:00,2021-03-29T19:51:00+00:00,2021-03-29T19:51:00+00:00,2021-03-29T19:51:00+00:00,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,,2021-03-29T22:35:00+00:00,2021-03-29T22:35:00+00:00,,,,Shenzhen Airlines,ZH,CSZ,4674,ZH4674,CSZ4674,,air china ltd,ca,cca,8674,ca8674,cca8674,,,,,,,,,,,,
2021-03-29,active,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,1,,25.0,2021-03-29T19:35:00+00:00,2021-03-29T19:35:00+00:00,2021-03-29T19:59:00+00:00,2021-03-29T19:59:00+00:00,2021-03-29T19:59:00+00:00,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,9.0,2021-03-29T22:15:00+00:00,2021-03-29T22:15:00+00:00,,,,Shandong Airlines,SC,CDG,4578,SC4578,CDG4578,,air china ltd,ca,cca,4578,ca4578,cca4578,,,,,,,,,,,,
2021-03-29,active,,,Fenghuang International (Phoenix International),Asia/Shanghai,SYX,ZJSY,T1,,2.0,2021-03-29T20:10:00+00:00,2021-03-29T20:10:00+00:00,2021-03-29T20:11:00+00:00,2021-03-29T20:11:00+00:00,2021-03-29T20:11:00+00:00,Xianyang,Asia/Shanghai,XIY,ZLXY,2,,,,2021-03-29T23:20:00+00:00,2021-03-29T23:20:00+00:00,,,,Hainan Airlines,HU,CHH,7877,HU7877,CHH7877,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,,18.0,2021-03-29T04:10:00+00:00,2021-03-29T04:10:00+00:00,2021-03-29T04:28:00+00:00,2021-03-29T04:28:00+00:00,2021-03-29T04:28:00+00:00,El Salvador International,America/El_Salvador,SAL,MSLP,,,,2.0,2021-03-29T07:05:00+00:00,2021-03-29T07:05:00+00:00,,,,ANA,NH,ANA,7833,NH7833,ANA7833,,sa avianca,av,ava,567,av567,ava567,,,,,,,,,,,,
2021-03-29,active,,,Louisville International (Standiford Field),America/Kentucky/Louisville,SDF,KSDF,,,12.0,2021-03-29T05:44:00+00:00,2021-03-29T05:44:00+00:00,2021-03-29T05:55:00+00:00,2021-03-29T05:55:00+00:00,2021-03-29T05:55:00+00:00,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,1,,,1.0,2021-03-29T07:10:00+00:00,2021-03-29T07:10:00+00:00,,,,UPS Airlines,5X,UPS,320,5X320,UPS320,,,,,,,,N359UP,B763,B763,A4080C,2021-03-29T13:01:59+00:00,20.65,-98.07,6377.94,254.94,755.64,-38.628,False
2021-03-29,active,,,Akron/canton Regional,America/New_York,CAK,KCAK,,,19.0,2021-03-29T00:29:00+00:00,2021-03-29T00:29:00+00:00,2021-03-29T00:48:00+00:00,2021-03-29T00:48:00+00:00,2021-03-29T00:48:00+00:00,William P Hobby,America/Chicago,HOU,KHOU,S,,,3.0,2021-03-29T03:02:00+00:00,2021-03-29T03:02:00+00:00,2021-03-29T02:44:00+00:00,2021-03-29T02:44:00+00:00,2021-03-29T02:44:00+00:00,empty,,,74,,,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,George Bush Intercontinental,America/Chicago,IAH,KIAH,,,10.0,2021-03-29T00:25:00+00:00,2021-03-29T00:25:00+00:00,2021-03-29T00:23:00+00:00,2021-03-29T00:23:00+00:00,2021-03-29T00:23:00+00:00,Prestwick,Europe/London,PIK,EGPK,,,,1.0,2021-03-29T13:57:00+00:00,2021-03-29T13:57:00+00:00,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,16.0,2021-03-29T12:00:00+00:00,2021-03-29T12:00:00+00:00,2021-03-29T12:16:00+00:00,2021-03-29T12:16:00+00:00,2021-03-29T12:16:00+00:00,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,1,,,6.0,2021-03-29T13:48:00+00:00,2021-03-29T13:48:00+00:00,,,,China Eastern Airlines,MU,CES,7207,MU7207,CES7207,,,,,,,,B-7881,B77W,B77W,781101,2021-03-29T12:16:08+00:00,61.01,-143.36,10058.4,72.0,1114.9,0.0,False
2021-03-29,active,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,14.0,2021-03-29T11:40:00+00:00,2021-03-29T11:40:00+00:00,2021-03-29T11:53:00+00:00,2021-03-29T11:53:00+00:00,2021-03-29T11:53:00+00:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,,,219.0,2021-03-29T11:22:00+00:00,2021-03-29T11:22:00+00:00,,,,China Eastern Airlines,MU,CES,7717,MU7717,CES7717,,,,,,,,B-7349,B77W,B77W,780F3D,2021-03-29T12:50:48+00:00,60.48,-123.81,10058.4,102.0,974.152,0.0,False
2021-03-29,active,,,Novy Urengoy,Asia/Yekaterinburg,NUX,USMU,,,,2021-03-29T13:50:00+00:00,2021-03-29T13:50:00+00:00,2021-03-29T13:50:00+00:00,2021-03-29T13:50:00+00:00,2021-03-29T13:50:00+00:00,Chelyabinsk,Asia/Yekaterinburg,CEK,USCC,A,,,,2021-03-29T16:05:00+00:00,2021-03-29T16:05:00+00:00,,,,UVT Aero,UVT,UVT,618,UVT618,UVT618,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,Zhuhai Airport,Asia/Shanghai,ZUH,ZGSD,T1,"E,F",56.0,2021-03-29T15:50:00+00:00,2021-03-29T15:50:00+00:00,2021-03-29T16:45:00+00:00,2021-03-29T16:45:00+00:00,2021-03-29T16:45:00+00:00,Huangyan,Asia/Shanghai,HYN,ZSLQ,T3,,,15.0,2021-03-29T18:05:00+00:00,2021-03-29T18:05:00+00:00,,,,Suparna Airlines,Y8,YZR,7541,Y87541,YZR7541,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,B25,12.0,2021-03-29T07:05:00+00:00,2021-03-29T07:05:00+00:00,2021-03-29T07:17:00+00:00,2021-03-29T07:17:00+00:00,2021-03-29T07:17:00+00:00,Tampa International,America/New_York,TPA,KTPA,3,E68,7,,2021-03-29T10:08:00+00:00,2021-03-29T10:08:00+00:00,,,,Delta Air Lines,DL,DAL,2063,DL2063,DAL2063,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,B25,12.0,2021-03-29T07:05:00+00:00,2021-03-29T07:05:00+00:00,2021-03-29T07:17:00+00:00,2021-03-29T07:17:00+00:00,2021-03-29T07:17:00+00:00,Tampa International,America/New_York,TPA,KTPA,3,E68,7,,2021-03-29T10:08:00+00:00,2021-03-29T10:08:00+00:00,,,,Virgin Atlantic,VS,VIR,4895,VS4895,VIR4895,,delta air lines,dl,dal,2063,dl2063,dal2063,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,B25,12.0,2021-03-29T07:05:00+00:00,2021-03-29T07:05:00+00:00,2021-03-29T07:17:00+00:00,2021-03-29T07:17:00+00:00,2021-03-29T07:17:00+00:00,Tampa International,America/New_York,TPA,KTPA,3,E68,7,,2021-03-29T10:08:00+00:00,2021-03-29T10:08:00+00:00,,,,KLM,KL,KLM,5536,KL5536,KLM5536,,delta air lines,dl,dal,2063,dl2063,dal2063,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,B36,10.0,2021-03-29T07:00:00+00:00,2021-03-29T07:00:00+00:00,2021-03-29T07:10:00+00:00,2021-03-29T07:10:00+00:00,2021-03-29T07:10:00+00:00,Southwest Florida International,America/New_York,RSW,KRSW,C,C4,5,,2021-03-29T10:17:00+00:00,2021-03-29T10:17:00+00:00,,,,Delta Air Lines,DL,DAL,1396,DL1396,DAL1396,,,,,,,,,,,,,,,,,,,
2021-03-29,active,,,John F Kennedy International,America/New_York,JFK,KJFK,4,B36,10.0,2021-03-29T07:00:00+00:00,2021-03-29T07:00:00+00:00,2021-03-29T07:10:00+00:00,2021-03-29T07:10:00+00:00,2021-03-29T07:10:00+00:00,Southwest Florida International,America/New_York,RSW,KRSW,C,C4,5,,2021-03-29T10:17:00+00:00,2021-03-29T10:17:00+00:00,,,,Virgin Atlantic,VS,VIR,1927,VS1927,VIR1927,,delta air lines,dl,dal,1396,dl1396,dal1396,,,,,,,,,,,,
